sample_id,subject_id,gesture_id,video_path,viewpoint,performer_handedness,background_id,num_frames,fps
U12_G13_V01,U12,G13,videos/User_12/Gesture_13/U12_G13_V01.mp4,allo,right,B12,154,59.23
U12_G13_V02,U12,G13,videos/User_12/Gesture_13/U12_G13_V02.mp4,allo,right,B12,163,59.43
U12_G13_V03,U12,G13,videos/User_12/Gesture_13/U12_G13_V03.mp4,allo,right,B12,155,59.4
U12_G13_V04,U12,G13,videos/User_12/Gesture_13/U12_G13_V04.mp4,allo,right,B12,154,59.34
U12_G13_V05,U12,G13,videos/User_12/Gesture_13/U12_G13_V05.mp4,allo,right,B12,167,59.22
U12_G13_V06,U12,G13,videos/User_12/Gesture_13/U12_G13_V06.mp4,allo,right,B12,157,59.11
U12_G13_V07,U12,G13,videos/User_12/Gesture_13/U12_G13_V07.mp4,allo,right,B13,141,57.23
U12_G13_V08,U12,G13,videos/User_12/Gesture_13/U12_G13_V08.mp4,allo,right,B13,146,56.69
U12_G13_V09,U12,G13,videos/User_12/Gesture_13/U12_G13_V09.mp4,allo,right,B13,135,57.36
U12_G13_V10,U12,G13,videos/User_12/Gesture_13/U12_G13_V10.mp4,allo,right,B13,144,57.58
U12_G13_V11,U12,G13,videos/User_12/Gesture_13/U12_G13_V11.mp4,allo,right,B13,146,57.38
U12_G13_V12,U12,G13,videos/User_12/Gesture_13/U12_G13_V12.mp4,allo,right,B13,157,58.37
U12_G14_V01,U12,G14,videos/User_12/Gesture_14/U12_G14_V01.mp4,allo,right,B12,154,59.02
U12_G14_V02,U12,G14,videos/User_12/Gesture_14/U12_G14_V02.mp4,allo,right,B12,153,59.05
U12_G14_V03,U12,G14,videos/User_12/Gesture_14/U12_G14_V03.mp4,allo,right,B12,143,58.89
U12_G14_V04,U12,G14,videos/User_12/Gesture_14/U12_G14_V04.mp4,allo,right,B12,152,59.22
U12_G14_V05,U12,G14,videos/User_12/Gesture_14/U12_G14_V05.mp4,allo,right,B12,152,59.23
U12_G14_V06,U12,G14,videos/User_12/Gesture_14/U12_G14_V06.mp4,allo,right,B12,152,58.82
U12_G14_V07,U12,G14,videos/User_12/Gesture_14/U12_G14_V07.mp4,allo,right,B13,146,57.58
U12_G14_V08,U12,G14,videos/User_12/Gesture_14/U12_G14_V08.mp4,allo,right,B13,152,58.69
U12_G14_V09,U12,G14,videos/User_12/Gesture_14/U12_G14_V09.mp4,allo,right,B13,153,58.36
U12_G14_V10,U12,G14,videos/User_12/Gesture_14/U12_G14_V10.mp4,allo,right,B13,157,58.21
U12_G14_V11,U12,G14,videos/User_12/Gesture_14/U12_G14_V11.mp4,allo,right,B13,153,58.8
U12_G14_V12,U12,G14,videos/User_12/Gesture_14/U12_G14_V12.mp4,allo,right,B13,157,57.06
U12_G15_V01,U12,G15,videos/User_12/Gesture_15/U12_G15_V01.mp4,allo,right,B12,158,59.37
U12_G15_V02,U12,G15,videos/User_12/Gesture_15/U12_G15_V02.mp4,allo,right,B12,156,59
U12_G15_V03,U12,G15,videos/User_12/Gesture_15/U12_G15_V03.mp4,allo,right,B12,159,59.25
U12_G15_V04,U12,G15,videos/User_12/Gesture_15/U12_G15_V04.mp4,allo,right,B12,151,58.5
U12_G15_V05,U12,G15,videos/User_12/Gesture_15/U12_G15_V05.mp4,allo,right,B12,155,58.52
U12_G15_V06,U12,G15,videos/User_12/Gesture_15/U12_G15_V06.mp4,allo,right,B12,151,58.21
U12_G15_V07,U12,G15,videos/User_12/Gesture_15/U12_G15_V07.mp4,allo,right,B13,155,59.11
U12_G15_V08,U12,G15,videos/User_12/Gesture_15/U12_G15_V08.mp4,allo,right,B13,151,58.65
U12_G15_V09,U12,G15,videos/User_12/Gesture_15/U12_G15_V09.mp4,allo,right,B13,142,56.58
U12_G15_V10,U12,G15,videos/User_12/Gesture_15/U12_G15_V10.mp4,allo,right,B13,152,59.36
U12_G15_V11,U12,G15,videos/User_12/Gesture_15/U12_G15_V11.mp4,allo,right,B13,147,58.34
U12_G15_V12,U12,G15,videos/User_12/Gesture_15/U12_G15_V12.mp4,allo,right,B13,148,57.87
U12_G16_V01,U12,G16,videos/User_12/Gesture_16/U12_G16_V01.mp4,allo,right,B12,148,58.74
U12_G16_V02,U12,G16,videos/User_12/Gesture_16/U12_G16_V02.mp4,allo,right,B12,151,58.63
U12_G16_V03,U12,G16,videos/User_12/Gesture_16/U12_G16_V03.mp4,allo,right,B12,155,59.51
U12_G16_V04,U12,G16,videos/User_12/Gesture_16/U12_G16_V04.mp4,allo,right,B12,152,58.44
U12_G16_V05,U12,G16,videos/User_12/Gesture_16/U12_G16_V05.mp4,allo,right,B12,153,59.61
U12_G16_V06,U12,G16,videos/User_12/Gesture_16/U12_G16_V06.mp4,allo,right,B12,158,59.3
U12_G16_V07,U12,G16,videos/User_12/Gesture_16/U12_G16_V07.mp4,allo,right,B13,146,56.97
U12_G16_V08,U12,G16,videos/User_12/Gesture_16/U12_G16_V08.mp4,allo,right,B13,144,56.86
U12_G16_V09,U12,G16,videos/User_12/Gesture_16/U12_G16_V09.mp4,allo,right,B13,148,56.81
U12_G16_V10,U12,G16,videos/User_12/Gesture_16/U12_G16_V10.mp4,allo,right,B13,147,58.3
U12_G16_V11,U12,G16,videos/User_12/Gesture_16/U12_G16_V11.mp4,allo,right,B13,148,57.58
U12_G16_V12,U12,G16,videos/User_12/Gesture_16/U12_G16_V12.mp4,allo,right,B13,145,57.62
U12_G17_V01,U12,G17,videos/User_12/Gesture_17/U12_G17_V01.mp4,allo,right,B12,154,59.37
U12_G17_V02,U12,G17,videos/User_12/Gesture_17/U12_G17_V02.mp4,allo,right,B12,152,58.62
U12_G17_V03,U12,G17,videos/User_12/Gesture_17/U12_G17_V03.mp4,allo,right,B12,139,58.53
U12_G17_V04,U12,G17,videos/User_12/Gesture_17/U12_G17_V04.mp4,allo,right,B12,153,58.79
U12_G17_V05,U12,G17,videos/User_12/Gesture_17/U12_G17_V05.mp4,allo,right,B12,151,59.05
U12_G17_V06,U12,G17,videos/User_12/Gesture_17/U12_G17_V06.mp4,allo,right,B12,151,59.13
U12_G17_V07,U12,G17,videos/User_12/Gesture_17/U12_G17_V07.mp4,allo,right,B13,148,58.99
U12_G17_V08,U12,G17,videos/User_12/Gesture_17/U12_G17_V08.mp4,allo,right,B13,145,56.75
U12_G17_V09,U12,G17,videos/User_12/Gesture_17/U12_G17_V09.mp4,allo,right,B13,156,56.15
U12_G17_V10,U12,G17,videos/User_12/Gesture_17/U12_G17_V10.mp4,allo,right,B13,146,56.35
U12_G17_V11,U12,G17,videos/User_12/Gesture_17/U12_G17_V11.mp4,allo,right,B13,150,57.87
U12_G17_V12,U12,G17,videos/User_12/Gesture_17/U12_G17_V12.mp4,allo,right,B13,152,57.93
U12_G18_V01,U12,G18,videos/User_12/Gesture_18/U12_G18_V01.mp4,allo,dual,B12,154,59.35
U12_G18_V02,U12,G18,videos/User_12/Gesture_18/U12_G18_V02.mp4,allo,dual,B12,151,58.63
U12_G18_V03,U12,G18,videos/User_12/Gesture_18/U12_G18_V03.mp4,allo,dual,B12,150,59.27
U12_G18_V04,U12,G18,videos/User_12/Gesture_18/U12_G18_V04.mp4,allo,dual,B12,148,58.89
U12_G18_V05,U12,G18,videos/User_12/Gesture_18/U12_G18_V05.mp4,allo,dual,B12,154,58.41
U12_G18_V06,U12,G18,videos/User_12/Gesture_18/U12_G18_V06.mp4,allo,dual,B12,161,59.33
U12_G18_V07,U12,G18,videos/User_12/Gesture_18/U12_G18_V07.mp4,allo,dual,B13,149,58.2
U12_G18_V08,U12,G18,videos/User_12/Gesture_18/U12_G18_V08.mp4,allo,dual,B13,148,57.69
U12_G18_V09,U12,G18,videos/User_12/Gesture_18/U12_G18_V09.mp4,allo,dual,B13,144,57.34
U12_G18_V10,U12,G18,videos/User_12/Gesture_18/U12_G18_V10.mp4,allo,dual,B13,143,58.32
U12_G18_V11,U12,G18,videos/User_12/Gesture_18/U12_G18_V11.mp4,allo,dual,B13,144,57.17
U12_G18_V12,U12,G18,videos/User_12/Gesture_18/U12_G18_V12.mp4,allo,dual,B13,152,58.09
U12_G19_V01,U12,G19,videos/User_12/Gesture_19/U12_G19_V01.mp4,allo,dual,B12,151,58.59
U12_G19_V02,U12,G19,videos/User_12/Gesture_19/U12_G19_V02.mp4,allo,dual,B12,152,57.86
U12_G19_V03,U12,G19,videos/User_12/Gesture_19/U12_G19_V03.mp4,allo,dual,B12,151,58.87
U12_G19_V04,U12,G19,videos/User_12/Gesture_19/U12_G19_V04.mp4,allo,dual,B12,157,59.09
U12_G19_V05,U12,G19,videos/User_12/Gesture_19/U12_G19_V05.mp4,allo,dual,B12,162,58.44
U12_G19_V06,U12,G19,videos/User_12/Gesture_19/U12_G19_V06.mp4,allo,dual,B13,151,58.4
U12_G19_V07,U12,G19,videos/User_12/Gesture_19/U12_G19_V07.mp4,allo,dual,B13,163,57.11
U12_G19_V08,U12,G19,videos/User_12/Gesture_19/U12_G19_V08.mp4,allo,dual,B13,149,57.18
U12_G19_V09,U12,G19,videos/User_12/Gesture_19/U12_G19_V09.mp4,allo,dual,B13,149,57.95
U12_G19_V10,U12,G19,videos/User_12/Gesture_19/U12_G19_V10.mp4,allo,dual,B13,145,56.41
U12_G19_V11,U12,G19,videos/User_12/Gesture_19/U12_G19_V11.mp4,allo,dual,B13,144,55.86
U12_G19_V12,U12,G19,videos/User_12/Gesture_19/U12_G19_V12.mp4,allo,dual,B13,146,56.39
U12_G20_V01,U12,G20,videos/User_12/Gesture_20/U12_G20_V01.mp4,allo,dual,B12,162,59.17
U12_G20_V02,U12,G20,videos/User_12/Gesture_20/U12_G20_V02.mp4,allo,dual,B12,168,59.05
U12_G20_V03,U12,G20,videos/User_12/Gesture_20/U12_G20_V03.mp4,allo,dual,B12,172,59.18
U12_G20_V04,U12,G20,videos/User_12/Gesture_20/U12_G20_V04.mp4,allo,dual,B12,165,59.23
U12_G20_V05,U12,G20,videos/User_12/Gesture_20/U12_G20_V05.mp4,allo,dual,B12,164,58.81
U12_G20_V06,U12,G20,videos/User_12/Gesture_20/U12_G20_V06.mp4,allo,dual,B12,174,59.45
U12_G20_V07,U12,G20,videos/User_12/Gesture_20/U12_G20_V07.mp4,allo,dual,B13,149,56.8
U12_G20_V08,U12,G20,videos/User_12/Gesture_20/U12_G20_V08.mp4,allo,dual,B13,148,57.34
U12_G20_V09,U12,G20,videos/User_12/Gesture_20/U12_G20_V09.mp4,allo,dual,B13,152,58.55
U12_G20_V10,U12,G20,videos/User_12/Gesture_20/U12_G20_V10.mp4,allo,dual,B13,168,57.26
U12_G20_V11,U12,G20,videos/User_12/Gesture_20/U12_G20_V11.mp4,allo,dual,B13,158,59.1
U12_G20_V12,U12,G20,videos/User_12/Gesture_20/U12_G20_V12.mp4,allo,dual,B13,148,58.2
U12_G20_V13,U12,G20,videos/User_12/Gesture_20/U12_G20_V13.mp4,allo,dual,B13,151,57.03
U13_G01_V01,U13,G01,videos/User_13/Gesture_01/U13_G01_V01.mp4,allo,right,B10,137,58.13
U13_G01_V02,U13,G01,videos/User_13/Gesture_01/U13_G01_V02.mp4,allo,right,B10,152,58.86
U13_G01_V03,U13,G01,videos/User_13/Gesture_01/U13_G01_V03.mp4,allo,right,B10,129,59.56
U13_G01_V04,U13,G01,videos/User_13/Gesture_01/U13_G01_V04.mp4,allo,right,B10,169,57.28
U13_G01_V05,U13,G01,videos/User_13/Gesture_01/U13_G01_V05.mp4,allo,right,B10,147,57.51
U13_G01_V06,U13,G01,videos/User_13/Gesture_01/U13_G01_V06.mp4,allo,right,B10,131,59.12
U13_G01_V07,U13,G01,videos/User_13/Gesture_01/U13_G01_V07.mp4,allo,right,B01,155,58.15
U13_G01_V08,U13,G01,videos/User_13/Gesture_01/U13_G01_V08.mp4,allo,right,B01,142,58
U13_G01_V09,U13,G01,videos/User_13/Gesture_01/U13_G01_V09.mp4,allo,right,B01,150,58.09
U13_G01_V10,U13,G01,videos/User_13/Gesture_01/U13_G01_V10.mp4,allo,right,B01,142,57.59
U13_G01_V11,U13,G01,videos/User_13/Gesture_01/U13_G01_V11.mp4,allo,right,B01,138,57.93
U13_G01_V12,U13,G01,videos/User_13/Gesture_01/U13_G01_V12.mp4,allo,right,B01,145,55.7
U13_G02_V01,U13,G02,videos/User_13/Gesture_02/U13_G02_V01.mp4,allo,right,B10,142,58.37
U13_G02_V02,U13,G02,videos/User_13/Gesture_02/U13_G02_V02.mp4,allo,right,B10,136,57.09
U13_G02_V03,U13,G02,videos/User_13/Gesture_02/U13_G02_V03.mp4,allo,right,B10,145,56.46
U13_G02_V04,U13,G02,videos/User_13/Gesture_02/U13_G02_V04.mp4,allo,right,B10,146,57.75
U13_G02_V05,U13,G02,videos/User_13/Gesture_02/U13_G02_V05.mp4,allo,right,B10,154,58.88
U13_G02_V06,U13,G02,videos/User_13/Gesture_02/U13_G02_V06.mp4,allo,right,B10,172,57.32
U13_G02_V07,U13,G02,videos/User_13/Gesture_02/U13_G02_V07.mp4,allo,right,B01,154,60.03
U13_G02_V08,U13,G02,videos/User_13/Gesture_02/U13_G02_V08.mp4,allo,right,B01,151,58.48
U13_G02_V09,U13,G02,videos/User_13/Gesture_02/U13_G02_V09.mp4,allo,right,B01,148,56.23
U13_G02_V10,U13,G02,videos/User_13/Gesture_02/U13_G02_V10.mp4,allo,right,B01,137,55.76
U13_G02_V11,U13,G02,videos/User_13/Gesture_02/U13_G02_V11.mp4,allo,right,B01,140,56.4
U13_G02_V12,U13,G02,videos/User_13/Gesture_02/U13_G02_V12.mp4,allo,right,B01,133,55.73
U13_G03_V01,U13,G03,videos/User_13/Gesture_03/U13_G03_V01.mp4,allo,right,B10,135,59.47
U13_G03_V02,U13,G03,videos/User_13/Gesture_03/U13_G03_V02.mp4,allo,right,B10,150,57.56
U13_G03_V03,U13,G03,videos/User_13/Gesture_03/U13_G03_V03.mp4,allo,right,B10,140,58.26
U13_G03_V04,U13,G03,videos/User_13/Gesture_03/U13_G03_V04.mp4,allo,right,B10,146,58.42
U13_G03_V05,U13,G03,videos/User_13/Gesture_03/U13_G03_V05.mp4,allo,right,B10,148,58.19
U13_G03_V06,U13,G03,videos/User_13/Gesture_03/U13_G03_V06.mp4,allo,right,B10,144,55.97
U13_G03_V07,U13,G03,videos/User_13/Gesture_03/U13_G03_V07.mp4,allo,right,B01,143,56.06
U13_G03_V08,U13,G03,videos/User_13/Gesture_03/U13_G03_V08.mp4,allo,right,B01,153,58.13
U13_G03_V09,U13,G03,videos/User_13/Gesture_03/U13_G03_V09.mp4,allo,right,B01,151,58.33
U13_G03_V10,U13,G03,videos/User_13/Gesture_03/U13_G03_V10.mp4,allo,right,B01,151,57
U13_G03_V11,U13,G03,videos/User_13/Gesture_03/U13_G03_V11.mp4,allo,right,B01,166,57.16
U13_G03_V12,U13,G03,videos/User_13/Gesture_03/U13_G03_V12.mp4,allo,right,B01,156,57.1
U13_G04_V01,U13,G04,videos/User_13/Gesture_04/U13_G04_V01.mp4,allo,right,B10,135,56.27
U13_G04_V02,U13,G04,videos/User_13/Gesture_04/U13_G04_V02.mp4,allo,right,B10,143,56.1
U13_G04_V03,U13,G04,videos/User_13/Gesture_04/U13_G04_V03.mp4,allo,right,B10,147,56.56
U13_G04_V04,U13,G04,videos/User_13/Gesture_04/U13_G04_V04.mp4,allo,right,B10,147,57.3
U13_G04_V05,U13,G04,videos/User_13/Gesture_04/U13_G04_V05.mp4,allo,right,B10,149,56.61
U13_G04_V06,U13,G04,videos/User_13/Gesture_04/U13_G04_V06.mp4,allo,right,B10,148,57.31
U13_G04_V07,U13,G04,videos/User_13/Gesture_04/U13_G04_V07.mp4,allo,right,B01,146,56.65
U13_G04_V08,U13,G04,videos/User_13/Gesture_04/U13_G04_V08.mp4,allo,right,B01,144,56.93
U13_G04_V09,U13,G04,videos/User_13/Gesture_04/U13_G04_V09.mp4,allo,right,B01,149,58.65
U13_G04_V10,U13,G04,videos/User_13/Gesture_04/U13_G04_V10.mp4,allo,right,B01,148,56.58
U13_G04_V11,U13,G04,videos/User_13/Gesture_04/U13_G04_V11.mp4,allo,right,B01,142,56.45
U13_G04_V12,U13,G04,videos/User_13/Gesture_04/U13_G04_V12.mp4,allo,right,B01,149,57.33
U13_G04_V13,U13,G04,videos/User_13/Gesture_04/U13_G04_V13.mp4,allo,right,B01,150,57.72
U13_G05_V01,U13,G05,videos/User_13/Gesture_05/U13_G05_V01.mp4,allo,right,B10,137,57.91
U13_G05_V02,U13,G05,videos/User_13/Gesture_05/U13_G05_V02.mp4,allo,right,B10,143,53.64
U13_G05_V03,U13,G05,videos/User_13/Gesture_05/U13_G05_V03.mp4,allo,right,B10,142,53.27
U13_G05_V04,U13,G05,videos/User_13/Gesture_05/U13_G05_V04.mp4,allo,right,B10,145,55.76
U13_G05_V05,U13,G05,videos/User_13/Gesture_05/U13_G05_V05.mp4,allo,right,B10,143,54.36
U13_G05_V06,U13,G05,videos/User_13/Gesture_05/U13_G05_V06.mp4,allo,right,B10,154,55.35
U13_G05_V07,U13,G05,videos/User_13/Gesture_05/U13_G05_V07.mp4,allo,right,B10,143,52.34
U13_G05_V08,U13,G05,videos/User_13/Gesture_05/U13_G05_V08.mp4,allo,right,B01,149,57.86
U13_G05_V09,U13,G05,videos/User_13/Gesture_05/U13_G05_V09.mp4,allo,right,B01,138,53.25
U13_G05_V10,U13,G05,videos/User_13/Gesture_05/U13_G05_V10.mp4,allo,right,B01,150,58.71
U13_G05_V11,U13,G05,videos/User_13/Gesture_05/U13_G05_V11.mp4,allo,right,B01,140,56.02
U13_G05_V12,U13,G05,videos/User_13/Gesture_05/U13_G05_V12.mp4,allo,right,B01,143,56.26
U13_G05_V13,U13,G05,videos/User_13/Gesture_05/U13_G05_V13.mp4,allo,right,B01,145,57.26
U13_G05_V14,U13,G05,videos/User_13/Gesture_05/U13_G05_V14.mp4,allo,right,B01,150,58.46
U13_G06_V01,U13,G06,videos/User_13/Gesture_06/U13_G06_V01.mp4,allo,dual,B10,134,56.64
U13_G06_V02,U13,G06,videos/User_13/Gesture_06/U13_G06_V02.mp4,allo,dual,B10,148,57.34
U13_G06_V03,U13,G06,videos/User_13/Gesture_06/U13_G06_V03.mp4,allo,dual,B10,150,57.72
U13_G06_V04,U13,G06,videos/User_13/Gesture_06/U13_G06_V04.mp4,allo,dual,B10,160,58.56
U13_G06_V05,U13,G06,videos/User_13/Gesture_06/U13_G06_V05.mp4,allo,dual,B10,129,58.09
U13_G06_V06,U13,G06,videos/User_13/Gesture_06/U13_G06_V06.mp4,allo,dual,B10,149,57.33
U13_G06_V07,U13,G06,videos/User_13/Gesture_06/U13_G06_V07.mp4,allo,dual,B01,145,58.41
U13_G06_V08,U13,G06,videos/User_13/Gesture_06/U13_G06_V08.mp4,allo,dual,B01,153,59.64
U13_G06_V09,U13,G06,videos/User_13/Gesture_06/U13_G06_V09.mp4,allo,dual,B01,141,57.79
U13_G06_V10,U13,G06,videos/User_13/Gesture_06/U13_G06_V10.mp4,allo,dual,B01,140,55.53
U13_G06_V11,U13,G06,videos/User_13/Gesture_06/U13_G06_V11.mp4,allo,dual,B01,147,56.97
U13_G06_V12,U13,G06,videos/User_13/Gesture_06/U13_G06_V12.mp4,allo,dual,B01,159,59.65
U13_G07_V01,U13,G07,videos/User_13/Gesture_07/U13_G07_V01.mp4,allo,dual,B10,149,57.92
U13_G07_V02,U13,G07,videos/User_13/Gesture_07/U13_G07_V02.mp4,allo,dual,B10,147,57.87
U13_G07_V03,U13,G07,videos/User_13/Gesture_07/U13_G07_V03.mp4,allo,dual,B10,151,58.48
U13_G07_V04,U13,G07,videos/User_13/Gesture_07/U13_G07_V04.mp4,allo,dual,B10,150,57.72
U13_G07_V05,U13,G07,videos/User_13/Gesture_07/U13_G07_V05.mp4,allo,dual,B10,141,56.42
U13_G07_V06,U13,G07,videos/User_13/Gesture_07/U13_G07_V06.mp4,allo,dual,B10,149,56.25
U13_G07_V07,U13,G07,videos/User_13/Gesture_07/U13_G07_V07.mp4,allo,dual,B01,149,57.7
U13_G07_V08,U13,G07,videos/User_13/Gesture_07/U13_G07_V08.mp4,allo,dual,B01,145,55.91
U13_G07_V09,U13,G07,videos/User_13/Gesture_07/U13_G07_V09.mp4,allo,dual,B01,146,57.09
U13_G07_V10,U13,G07,videos/User_13/Gesture_07/U13_G07_V10.mp4,allo,dual,B01,138,54.4
U13_G07_V11,U13,G07,videos/User_13/Gesture_07/U13_G07_V11.mp4,allo,dual,B01,138,53.79
U13_G07_V12,U13,G07,videos/User_13/Gesture_07/U13_G07_V12.mp4,allo,dual,B01,146,55.82
U13_G07_V13,U13,G07,videos/User_13/Gesture_07/U13_G07_V13.mp4,allo,dual,B01,146,56.91
U13_G08_V01,U13,G08,videos/User_13/Gesture_08/U13_G08_V01.mp4,allo,right,B10,145,56.01
U13_G08_V02,U13,G08,videos/User_13/Gesture_08/U13_G08_V02.mp4,allo,right,B10,149,56.61
U13_G08_V03,U13,G08,videos/User_13/Gesture_08/U13_G08_V03.mp4,allo,right,B10,141,53.23
U13_G08_V04,U13,G08,videos/User_13/Gesture_08/U13_G08_V04.mp4,allo,right,B10,158,56.33
U13_G08_V05,U13,G08,videos/User_13/Gesture_08/U13_G08_V05.mp4,allo,right,B10,148,54.5
U13_G08_V06,U13,G08,videos/User_13/Gesture_08/U13_G08_V06.mp4,allo,right,B10,154,56.71
U13_G08_V07,U13,G08,videos/User_13/Gesture_08/U13_G08_V07.mp4,allo,right,B01,139,56
U13_G08_V08,U13,G08,videos/User_13/Gesture_08/U13_G08_V08.mp4,allo,right,B01,142,56.53
U13_G08_V09,U13,G08,videos/User_13/Gesture_08/U13_G08_V09.mp4,allo,right,B01,144,56.04
U13_G08_V10,U13,G08,videos/User_13/Gesture_08/U13_G08_V10.mp4,allo,right,B01,143,56.1
U13_G08_V11,U13,G08,videos/User_13/Gesture_08/U13_G08_V11.mp4,allo,right,B01,144,55.77
U13_G08_V12,U13,G08,videos/User_13/Gesture_08/U13_G08_V12.mp4,allo,right,B01,147,56.56
U13_G09_V01,U13,G09,videos/User_13/Gesture_09/U13_G09_V01.mp4,allo,right,B10,156,57.45
U13_G09_V02,U13,G09,videos/User_13/Gesture_09/U13_G09_V02.mp4,allo,right,B10,127,58.19
U13_G09_V03,U13,G09,videos/User_13/Gesture_09/U13_G09_V03.mp4,allo,right,B10,160,55.63
U13_G09_V04,U13,G09,videos/User_13/Gesture_09/U13_G09_V04.mp4,allo,right,B10,154,54.88
U13_G09_V05,U13,G09,videos/User_13/Gesture_09/U13_G09_V05.mp4,allo,right,B10,155,57.31
U13_G09_V06,U13,G09,videos/User_13/Gesture_09/U13_G09_V06.mp4,allo,right,B10,153,56.34
U13_G09_V07,U13,G09,videos/User_13/Gesture_09/U13_G09_V07.mp4,allo,right,B01,145,55.79
U13_G09_V08,U13,G09,videos/User_13/Gesture_09/U13_G09_V08.mp4,allo,right,B01,149,56.61
U13_G09_V09,U13,G09,videos/User_13/Gesture_09/U13_G09_V09.mp4,allo,right,B01,150,57.72
U13_G09_V10,U13,G09,videos/User_13/Gesture_09/U13_G09_V10.mp4,allo,right,B01,151,57.01
U13_G09_V11,U13,G09,videos/User_13/Gesture_09/U13_G09_V11.mp4,allo,right,B01,150,57.35
U13_G09_V12,U13,G09,videos/User_13/Gesture_09/U13_G09_V12.mp4,allo,right,B01,145,56.52
U13_G10_V01,U13,G10,videos/User_13/Gesture_10/U13_G10_V01.mp4,allo,right,B10,138,55.22
U13_G10_V02,U13,G10,videos/User_13/Gesture_10/U13_G10_V02.mp4,allo,right,B10,141,54.54
U13_G10_V03,U13,G10,videos/User_13/Gesture_10/U13_G10_V03.mp4,allo,right,B10,154,55.02
U13_G10_V04,U13,G10,videos/User_13/Gesture_10/U13_G10_V04.mp4,allo,right,B10,149,56.49
U13_G10_V05,U13,G10,videos/User_13/Gesture_10/U13_G10_V05.mp4,allo,right,B10,150,57.26
U13_G10_V06,U13,G10,videos/User_13/Gesture_10/U13_G10_V06.mp4,allo,right,B10,150,56.63
U13_G10_V07,U13,G10,videos/User_13/Gesture_10/U13_G10_V07.mp4,allo,right,B01,129,57.91
U13_G10_V08,U13,G10,videos/User_13/Gesture_10/U13_G10_V08.mp4,allo,right,B01,152,58.8
U13_G10_V09,U13,G10,videos/User_13/Gesture_10/U13_G10_V09.mp4,allo,right,B01,165,58.84
U13_G10_V10,U13,G10,videos/User_13/Gesture_10/U13_G10_V10.mp4,allo,right,B01,158,59.28
U13_G10_V11,U13,G10,videos/User_13/Gesture_10/U13_G10_V11.mp4,allo,right,B01,155,58.52
U13_G10_V12,U13,G10,videos/User_13/Gesture_10/U13_G10_V12.mp4,allo,right,B01,147,55.72
U13_G11_V01,U13,G11,videos/User_13/Gesture_11/U13_G11_V01.mp4,allo,right,B10,152,56.67
U13_G11_V02,U13,G11,videos/User_13/Gesture_11/U13_G11_V02.mp4,allo,right,B10,152,52.68
U13_G11_V03,U13,G11,videos/User_13/Gesture_11/U13_G11_V03.mp4,allo,right,B10,162,59.95
U13_G11_V04,U13,G11,videos/User_13/Gesture_11/U13_G11_V04.mp4,allo,right,B10,147,53.8
U13_G11_V05,U13,G11,videos/User_13/Gesture_11/U13_G11_V05.mp4,allo,right,B10,154,54.99
U13_G11_V06,U13,G11,videos/User_13/Gesture_11/U13_G11_V06.mp4,allo,right,B10,151,57.01
U13_G11_V07,U13,G11,videos/User_13/Gesture_11/U13_G11_V07.mp4,allo,right,B01,148,58.83
U13_G11_V08,U13,G11,videos/User_13/Gesture_11/U13_G11_V08.mp4,allo,right,B01,150,55
U13_G11_V09,U13,G11,videos/User_13/Gesture_11/U13_G11_V09.mp4,allo,right,B01,159,57.76
U13_G11_V10,U13,G11,videos/User_13/Gesture_11/U13_G11_V10.mp4,allo,right,B01,150,56.54
U13_G11_V11,U13,G11,videos/User_13/Gesture_11/U13_G11_V11.mp4,allo,right,B01,161,56.66
U13_G11_V12,U13,G11,videos/User_13/Gesture_11/U13_G11_V12.mp4,allo,right,B01,152,57.24
U13_G11_V13,U13,G11,videos/User_13/Gesture_11/U13_G11_V13.mp4,allo,right,B01,151,58.58
U13_G11_V14,U13,G11,videos/User_13/Gesture_11/U13_G11_V14.mp4,allo,right,B01,178,56.77
U13_G12_V01,U13,G12,videos/User_13/Gesture_12/U13_G12_V01.mp4,allo,right,B10,154,56.69
U13_G12_V02,U13,G12,videos/User_13/Gesture_12/U13_G12_V02.mp4,allo,right,B10,158,56.31
U13_G12_V03,U13,G12,videos/User_13/Gesture_12/U13_G12_V03.mp4,allo,right,B10,159,58.2
U13_G12_V04,U13,G12,videos/User_13/Gesture_12/U13_G12_V04.mp4,allo,right,B10,157,57.74
U13_G12_V05,U13,G12,videos/User_13/Gesture_12/U13_G12_V05.mp4,allo,right,B10,144,56.87
U13_G12_V06,U13,G12,videos/User_13/Gesture_12/U13_G12_V06.mp4,allo,right,B10,140,55.74
U13_G12_V07,U13,G12,videos/User_13/Gesture_12/U13_G12_V07.mp4,allo,right,B10,153,57.76
U13_G12_V08,U13,G12,videos/User_13/Gesture_12/U13_G12_V08.mp4,allo,right,B01,150,56.55
U13_G12_V09,U13,G12,videos/User_13/Gesture_12/U13_G12_V09.mp4,allo,right,B01,152,56.67
U13_G12_V10,U13,G12,videos/User_13/Gesture_12/U13_G12_V10.mp4,allo,right,B01,161,58.07
U13_G12_V11,U13,G12,videos/User_13/Gesture_12/U13_G12_V11.mp4,allo,right,B01,153,57.37
U13_G12_V12,U13,G12,videos/User_13/Gesture_12/U13_G12_V12.mp4,allo,right,B01,149,56.97
U13_G12_V13,U13,G12,videos/User_13/Gesture_12/U13_G12_V13.mp4,allo,right,B01,151,57.37
